event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_recent_control_time_diff_last_3,f2_top3_avg_beaten_opponent_win_rate
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.25176970660686493,0.7482302933931351,0.49646058678627014,0.49646058678627014,True,310,-390,False,0.3870967741935484,-1.9,0.4285714285714285,0.8453608247422679,108.66666666666669,0.393939393939394
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.1163109615445137,0.8836890384554863,0.7673780769109726,0.48701432509850584,True,320,-405,False,0.6,-0.4,0.6,0.7894736842105263,105.66666666666669,0.4126984126984126
2025-06-21,Azat Maksum,Tagir Ulanbekov,Flyweight,0.2591904550790787,0.7408095449209213,0.48161908984184265,0.48161908984184265,True,385,-500,False,0.535031847133758,-2.4333333333333336,0.2382575388710358,0.9644268774703556,216.33333333333337,0.5641025641025641
2025-10-04,Jakub Wiklacz,Patchy Mix,Bantamweight,0.741732582449913,0.258267417550087,0.48346516489982605,0.4763720388212258,True,280,-350,False,1.2432432432432432,0.6000000000000001,0.5542168674698795,0.7052023121387283,0.0,0.0
2025-11-22,Nicolas Dalby,Saygid Izagakhmaev,Welterweight,0.754188135266304,0.24581186473369598,0.508376270532608,0.47107405156303483,True,270,-335,False,1.0509229789942711,0.1904761904761907,0.4213411715421768,0.7692307692307692,0.0,0.0
2025-10-18,Drew Dober,Kyle Prepolec,Lightweight,0.7278829962015152,0.2721170037984848,0.4557659924030304,0.4557659924030304,True,-330,265,True,0.9992025518341306,-0.0026666666666672,0.4073797629390976,0.5135135135135135,-207.66666666666663,0.0
2025-08-09,Jean Matsumoto,Miles Johns,Bantamweight,0.7366031110286713,0.26339688897132874,0.47320622205734253,0.4527908438715631,True,-260,215,True,0.948780487804878,-0.2333333333333334,0.4703525257165893,1.16812865497076,64.0,0.4358974358974359
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.7255252599716187,0.27447474002838135,0.4510505199432373,0.4510505199432373,True,-1200,750,True,1.905422913196372,1.0191666666666663,0.5882344765759997,1.182077780799565,402.3333333333333,0.5833333333333334
2025-02-01,Jasmine Jasudavicius,Mayra Bueno Silva,Women's Flyweight,0.7561431527137756,0.24385684728622437,0.5122863054275513,0.447957327966633,True,-250,205,True,0.9565217391304348,-0.1583333333333332,0.457095907944526,0.8326459390862944,-121.33333333333331,0.0
2025-10-18,Ravena Oliveira,Stephanie Luciano,Women's Strawweight,0.2763500139117241,0.7236499860882759,0.4472999721765518,0.4472999721765518,True,265,-330,False,0.8333333333333334,-0.1999999999999999,0.4838709677419355,1.3162393162393162,-77.0,0.6666666666666666
2025-11-15,Islam Makhachev,Jack Della Maddalena,Welterweight,0.722697377204895,0.277302622795105,0.44539475440979004,0.44539475440979004,True,-320,260,True,1.7928655561164395,0.9239215686274512,0.5722082999353063,1.6759530791788857,-150.66666666666666,0.5610119047619048
2025-12-06,Mairon Santos,Muhammad Naimov,Featherweight,0.7780274525284767,0.22197254747152328,0.5560549050569534,0.4428156720881866,True,-245,200,True,1.5537634408602148,1.144444444444444,0.4647422270361092,0.8337349397590361,25.0,0.3871794871794872
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.28101831674575806,0.7189816832542419,0.4379633665084839,0.4379633665084839,True,440,-590,False,0.7942477876106198,-0.5636363636363626,0.4260222126270502,1.0614143920595531,-185.33333333333337,0.4888888888888889
2025-08-09,Christian Leroy Duncan,Eryk Anders,Middleweight,0.7162957638502121,0.2837042361497879,0.4325915277004242,0.4325915277004242,True,-490,380,True,1.781395348837209,1.8666666666666665,0.6170015065444672,1.0113554247961185,293.0,0.4111111111111111
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.28407225012779236,0.7159277498722076,0.4318554997444153,0.4318554997444153,True,400,-550,False,1.564481268011527,2.008974358974358,0.5419404591349671,1.0757575757575757,-30.0,0.2272727272727272
2025-11-01,Allan Nascimento,Cody Durden,Catch Weight,0.7140510082244873,0.2859489917755127,0.4281020164489746,0.4281020164489746,True,-310,250,True,1.5102040816326532,0.4166666666666667,0.5216287091287091,0.8921259842519684,91.0,0.4928571428571429
2025-06-21,Curtis Blaydes,Rizvan Kuniev,Heavyweight,0.8122598081827164,0.18774019181728363,0.6245196163654327,0.42521519375330036,True,-240,198,True,1.4863110930845669,0.8414035087719298,0.4994068386658088,0.8035714285714286,0.0,0.0
2025-08-02,Danny Silva,Kevin Vallejos,Featherweight,0.29074200987815857,0.7092579901218414,0.41851598024368286,0.41851598024368286,True,300,-375,False,0.7888198757763975,-1.1333333333333335,0.5095504468244765,0.8749999999999999,5.0,0.3636363636363636
2025-03-22,Alexia Thainara,Molly McCann,Women's Strawweight,0.7686596214771271,0.23134037852287292,0.5373192429542542,0.4142431606160015,True,-225,188,True,1.350877192982456,0.6666666666666665,0.4675122385402759,1.128491620111732,-22.666666666666668,0.2857142857142857
2025-06-07,Quillan Salkilld,Yanal Ashmouz,Lightweight,0.7047836184501648,0.2952163815498352,0.4095672369003296,0.4095672369003296,True,-420,330,True,11.999999999999998,1.2,0.8571428571428571,0.8356164383561642,141.66666666666666,0.575
2025-08-09,Gilbert Urbina,Uros Medic,Welterweight,0.2979620099067688,0.7020379900932312,0.4040759801864624,0.4040759801864624,True,270,-335,False,1.0491803278688523,0.2000000000000001,0.5450363714163458,1.3702213279678068,-174.0,0.4772727272727273
