Date,Predicted Winner,Opponent,Is Underdog,Market Prob %,Model Prob %,Edge %,Confidence,Odds,Won?,Correct?,Profit/Loss
2025-03-22,Nathan Fletcher,Caolan Loughran,Yes,43.1,86.0,25.1,0.7199,132,No,No,-1.0
2025-03-15,Chidi Njokuani,Elizeu Zaleski dos Santos,Yes,37.9,53.1,15.2,0.0616,164,Yes,Yes,1.64
2025-03-08,Justin Gaethje,Rafael Fiziev,Yes,42.6,57.4,14.9,0.1487,135,Yes,Yes,1.35
2025-03-01,Cody Brundage,Julian Marquez,No,53.7,65.5,11.8,0.3091,-116,Yes,Yes,0.86
2025-02-22,Julius Walker,Alonzo Menifield,No,70.1,66.9,32.9,0.3387,-235,No,No,-1.0
2025-02-22,Ibo Aslan,Ion Cutelaba,Yes,35.7,70.2,2.0,0.4048,180,No,No,-1.0
2025-02-22,Melquizael Costa,Andre Fili,No,58.7,63.4,4.7,0.2684,-142,Yes,Yes,0.7
2025-02-22,Austin Vanderford,Nikolay Veretennikov,Yes,49.5,57.9,8.3,0.157,102,Yes,Yes,1.02
2025-02-15,Gregory Rodrigues,Jared Cannonier,Yes,34.0,78.1,7.5,0.5614,194,No,No,-1.0
2025-02-15,Andre Petroski,Rodolfo Vieira,Yes,31.2,58.3,27.0,0.1651,220,Yes,Yes,2.2
2025-02-08,Dricus Du Plessis,Sean Strickland,No,68.8,73.9,5.1,0.4771,-220,Yes,Yes,0.45
2025-02-08,Tatiana Suarez,Zhang Weili,Yes,44.6,63.0,3.6,0.2599,124,No,No,-1.0
2025-02-08,Tallison Teixeira,Justin Tafa,No,60.9,70.0,9.0,0.3997,-156,Yes,Yes,0.64
2025-02-08,Jack Jenkins,Gabriel Santos,No,69.2,58.8,24.1,0.1758,-225,No,No,-1.0
2025-02-08,Tom Nolan,Viacheslav Borshchev,Yes,50.5,68.3,17.8,0.3657,-102,Yes,Yes,0.98
2025-02-08,Rongzhu,Kody Steele,Yes,26.3,72.5,46.1,0.4493,280,Yes,Yes,2.8
2025-02-08,Jonathan Micallef,Kevin Jousset,Yes,35.7,54.8,19.1,0.0964,180,Yes,Yes,1.8
2025-02-01,Nassourdine Imavov,Israel Adesanya,Yes,42.7,56.7,13.9,0.1336,134,Yes,Yes,1.34
2025-02-01,Jairzinho Rozenstruik,Sergei Pavlovich,No,76.2,52.3,24.5,0.0463,-320,No,No,-1.0
