event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top2_striking_differential,f1_top3_age,f2_top2_striking_differential,f2_top3_days_since_last_fight
2025-10-18,Bruno Silva,HyunSung Park,Flyweight,0.3382983058691025,0.6617016941308975,0.32340338826179504,0.3147453139063038,False,188,-225,False,-0.625,36.0,0.7749999999999999,77.0
2025-06-14,Joaquin Buckley,Kamaru Usman,Welterweight,0.6572954803705215,0.34270451962947845,0.3145909607410431,0.3145909607410431,False,-220,184,True,0.9000000000000004,31.0,1.492592592592593,602.0
2025-12-06,Ibo Aslan,Iwo Baraniewski,Light Heavyweight,0.6699749827384949,0.3300250172615051,0.33994996547698975,0.31229383928256127,False,180,-215,False,1.6,29.0,-1.5999999999999996,0.0
2025-06-28,Felipe Lima,Payton Talbott,Bantamweight,0.6794003173708916,0.32059968262910843,0.35880063474178314,0.3110473333165757,False,-174,146,True,1.0333333333333332,27.0,1.966666666666667,161.0
2025-02-08,Jonathan Micallef,Kevin Jousset,Welterweight,0.3384220600128174,0.6615779399871826,0.32315587997436523,0.30500667296322653,False,180,-215,False,1.2000000000000002,26.0,-0.3666666666666662,133.0
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8360314890742302,0.1639685109257698,0.6720629781484604,0.6720629781484604,True,-1400,830,True,0.4791666666666665,29.0,-1.5,2065.0
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8350333496928215,0.1649666503071785,0.670066699385643,0.670066699385643,True,-1150,730,True,-1.3999999999999997,24.0,-0.4,0.0
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8499769866466522,0.15002301335334778,0.6999539732933044,0.6529364275396501,True,-480,370,True,0.2533333333333332,21.0,-0.666666666666667,42.0
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.8165227249264717,0.1834772750735283,0.6330454498529434,0.6330454498529434,True,-490,380,True,1.1666666666666663,28.0,1.6749999999999998,588.0
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.2128126099705696,0.7871873900294304,0.5743747800588608,0.5743747800588608,True,400,-550,False,2.008974358974358,39.0,0.333333333333333,112.0
2025-05-17,Gilbert Burns,Michael Morales,Welterweight,0.14169184118509293,0.8583081588149071,0.7166163176298141,0.5638177032070225,True,370,-480,False,-0.1518840579710132,39.0,2.973333333333334,266.0
2025-02-08,Kody Steele,Rongzhu,Lightweight,0.2254098355770111,0.7745901644229889,0.5491803288459778,0.5491803288459778,True,-350,280,True,-4.4,30.0,-1.925,154.0
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.7727023512125015,0.22729764878749847,0.545404702425003,0.545404702425003,True,-1350,810,True,5.2,28.0,-0.6999999999999997,0.0
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.21945971995592117,0.7805402800440788,0.5610805600881577,0.5297124792227348,True,320,-405,False,-0.4,31.0,-0.2666666666666666,105.0
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.7792208343744278,0.2207791656255722,0.5584416687488556,0.5294316195304465,True,-320,260,True,0.6666666666666667,24.0,-0.4666666666666668,0.0
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.7591196522116661,0.2408803477883339,0.5182393044233322,0.5182393044233322,True,-820,570,True,0.0,23.0,-3.2666666666666675,364.0
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.24607260525226593,0.7539273947477341,0.5078547894954681,0.5078547894954681,True,440,-590,False,0.5269047619047624,40.0,1.5111111111111115,126.0
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.7521565556526184,0.2478434443473816,0.5043131113052368,0.5043131113052368,True,-330,265,True,2.4,35.0,0.5556666666666672,602.0
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.25939012318849564,0.7406098768115044,0.48121975362300873,0.48121975362300873,True,360,-460,False,-0.4159999999999999,40.0,1.181818181818182,231.0
2025-06-14,Court McGee,Michael Chiesa,Welterweight,0.26703986525535583,0.7329601347446442,0.46592026948928833,0.46140493596396287,True,270,-335,False,0.8362318840579706,40.0,-0.1376666666666666,189.0
2025-05-03,Gillian Robertson,Marina Rodriguez,Women's Strawweight,0.7296328544616699,0.2703671455383301,0.45926570892333984,0.45926570892333984,True,-270,220,True,-0.1722222222222216,30.0,1.3938095238095245,210.0
2025-04-26,Anthony Smith,Zhang Mingyang,Light Heavyweight,0.2704373076558113,0.7295626923441887,0.4591253846883774,0.4591253846883774,True,295,-370,False,-1.0787499999999994,37.0,1.1,154.0
2025-01-11,Austin Bashi,Christian Rodriguez,Featherweight,0.2478146255016327,0.7521853744983673,0.5043707489967346,0.45903313632926707,True,-260,215,True,-0.4999999999999998,24.0,0.4222222222222225,182.0
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.2835894525051117,0.7164105474948883,0.4328210949897766,0.4328210949897766,True,350,-450,False,-1.3420512820512815,37.0,1.06,105.0
2025-11-22,Belal Muhammad,Ian Machado Garry,Welterweight,0.27300573885440826,0.7269942611455917,0.45398852229118347,0.41925605253586445,True,235,-290,False,0.6790000000000007,37.0,1.945333333333332,210.0
2025-06-28,Charles Oliveira,Ilia Topuria,Lightweight,0.29063792526721954,0.7093620747327805,0.4187241494655609,0.4187241494655609,True,320,-405,False,0.1605882352941177,36.0,0.7083333333333326,245.0
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.29179413616657257,0.7082058638334274,0.41641172766685486,0.41641172766685486,True,440,-590,False,-0.5636363636363626,33.0,0.2199999999999997,133.0
2025-12-06,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,0.2934167832136154,0.7065832167863846,0.41316643357276917,0.41316643357276917,True,980,-1800,False,-2.3,34.0,1.655555555555556,175.0
2025-02-08,Dricus Du Plessis,Sean Strickland,Middleweight,0.7364279329776764,0.2635720670223236,0.4728558659553528,0.4034482856026589,True,-220,184,True,1.7595833333333335,31.0,1.4448484848484844,252.0
2025-10-11,Joel Alvarez,Vicente Luque,Welterweight,0.7016681283712387,0.2983318716287613,0.4033362567424774,0.4033362567424774,True,-650,410,True,1.3444444444444446,32.0,0.0492753623188404,126.0
2025-09-06,Robert Ruchala,William Gomis,Featherweight,0.19956282526254654,0.8004371747374535,0.6008743494749069,0.3972911952692032,True,220,-270,False,-1.0,27.0,0.6399999999999997,189.0
2025-03-15,Cody Gibson,Da'Mon Blackshear,Bantamweight,0.30204668641090393,0.6979533135890961,0.39590662717819214,0.39590662717819214,True,350,-450,False,0.3583333333333334,38.0,0.5904761904761906,126.0
2025-02-22,Henry Cejudo,Song Yadong,Bantamweight,0.2609792649745941,0.7390207350254059,0.47804147005081177,0.38969742702599014,True,210,-255,False,0.69,38.0,0.714285714285714,350.0
2025-07-19,Brendan Allen,Marvin Vettori,Middleweight,0.694267675280571,0.305732324719429,0.38853535056114197,0.38853535056114197,True,-265,200,True,0.0720833333333335,29.0,0.7624999999999993,126.0
2025-06-21,Curtis Blaydes,Rizvan Kuniev,Heavyweight,0.6891398131847382,0.31086018681526184,0.3782796263694763,0.3782796263694763,True,-240,198,True,0.8414035087719298,34.0,-0.7333333333333334,0.0
2025-06-07,Quillan Salkilld,Yanal Ashmouz,Lightweight,0.6889086216688156,0.3110913783311844,0.3778172433376312,0.3778172433376312,True,-420,330,True,1.2,25.0,-0.5333333333333341,273.0
2025-08-02,Felipe Bunes,Rafael Estevam,Flyweight,0.31230226159095764,0.6876977384090424,0.3753954768180847,0.3753954768180847,True,490,-670,False,-2.25,36.0,-2.5999999999999996,168.0
2025-08-16,Carlos Prates,Geoff Neal,Welterweight,0.735681489109993,0.264318510890007,0.47136297821998596,0.37376988147535645,True,200,-200,True,-0.7240000000000002,32.0,0.3272222222222223,294.0
2025-04-05,Josh Emmett,Lerone Murphy,Featherweight,0.31531234830617905,0.684687651693821,0.3693753033876419,0.3693753033876419,True,260,-320,False,-0.322857142857142,40.0,1.6799999999999995,161.0
2025-11-01,Billy Elekana,Kevin Christian,Light Heavyweight,0.6827636361122131,0.31723636388778687,0.36552727222442627,0.36552727222442627,True,-270,220,True,-1.1166666666666665,30.0,-0.6000000000000001,0.0
2025-10-04,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,0.7410949990153313,0.25890500098466873,0.48218999803066254,0.36468359354007085,True,-194,162,True,-0.1104761904761906,33.0,-0.2576470588235295,105.0
2025-08-09,Christian Leroy Duncan,Eryk Anders,Middleweight,0.6807909607887268,0.3192090392112732,0.3615819215774536,0.3615819215774536,True,-490,380,True,1.8666666666666665,30.0,0.0407407407407398,245.0
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.3197490870952606,0.6802509129047394,0.36050182580947876,0.36050182580947876,True,980,-1800,False,-7.033333333333333,33.0,-0.6000000000000001,49.0
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.32169124484062195,0.678308755159378,0.3566175103187561,0.3566175103187561,True,310,-390,False,-1.9,32.0,-0.3750000000000004,224.0
2025-06-28,Alexandre Pantoja,Kai Kara-France,Flyweight,0.6782936304807663,0.3217063695192337,0.3565872609615326,0.3565872609615326,True,-250,205,True,0.75,35.0,1.2672222222222218,315.0
2025-06-28,Gregory Rodrigues,Jack Hermansson,Middleweight,0.6808159872889519,0.3191840127110481,0.36163197457790375,0.3522098273370524,True,-205,172,True,1.0149999999999992,33.0,1.7035294117647055,504.0
2025-12-06,Henry Cejudo,Payton Talbott,Bantamweight,0.17230207473039627,0.8276979252696037,0.6553958505392075,0.349522388723929,True,205,-250,False,0.5684444444444443,38.0,2.0133333333333328,161.0
2025-11-15,Erin Blanchfield,Tracy Cortez,Women's Flyweight,0.6734176129102707,0.3265823870897293,0.3468352258205414,0.3468352258205414,True,-330,265,True,1.4116666666666662,26.0,1.0685714285714276,140.0
2025-06-21,Nazim Sadykhov,Nikolas Motta,Lightweight,0.6715793907642365,0.32842060923576355,0.3431587815284729,0.3431587815284729,True,-420,330,True,-1.5666666666666664,31.0,-0.2944444444444438,210.0
2025-01-18,Diego Ferreira,Grant Dawson,Lightweight,0.3238183408975601,0.6761816591024399,0.35236331820487976,0.3423051152827896,True,200,-245,False,1.2911111111111104,40.0,0.8472222222222225,98.0
2025-05-03,Daniel Marcos,Montel Jackson,Bantamweight,0.30651016533374786,0.6934898346662521,0.3869796693325043,0.33971545439486056,True,188,-225,False,1.626666666666667,32.0,1.3533333333333335,294.0
2025-01-11,Chris Curtis,Roman Kopylov,Middleweight,0.32855306565761566,0.6714469343423843,0.3428938686847687,0.33567519412262936,True,198,-240,False,-1.06148148148148,38.0,0.4208333333333334,224.0
2025-01-18,Jailton Almeida,Serghei Spivac,Heavyweight,0.6674920320510864,0.3325079679489136,0.33498406410217285,0.33498406410217285,True,-450,350,True,2.1525,34.0,-0.3083333333333335,161.0
2025-12-06,Fares Ziam,Nazim Sadykhov,Lightweight,0.6785475164651871,0.3214524835348129,0.35709503293037415,0.3294882958748115,True,-188,158,True,1.0592592592592591,28.0,-0.7133333333333338,168.0
2025-11-15,Bo Nickal,Rodolfo Vieira,Middleweight,0.6598557382822037,0.3401442617177963,0.31971147656440735,0.31971147656440735,True,-245,200,True,0.0933333333333328,29.0,-0.4037037037037034,105.0
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.6584640443325043,0.3415359556674957,0.31692808866500854,0.31692808866500854,True,-1200,750,True,1.0191666666666663,34.0,0.5250980392156865,112.0
2025-08-16,Dione Barbosa,Karine Silva,Women's Flyweight,0.28305716812610626,0.7169428318738937,0.4338856637477875,0.31663609838032236,True,168,-200,False,-0.0444444444444442,33.0,0.5333333333333337,273.0
2025-11-08,Joseph Morales,Matt Schnell,Flyweight,0.6573802530765533,0.34261974692344666,0.3147605061531067,0.3147605061531067,True,-490,380,True,0.1083333333333333,31.0,-0.482222222222223,196.0
2025-05-10,Charles Radtke,Mike Malott,Welterweight,0.2987906336784363,0.7012093663215637,0.40241873264312744,0.31266684646400217,True,168,-200,False,0.75,35.0,1.2933333333333334,189.0
2025-02-22,Anthony Hernandez,Brendan Allen,Middleweight,0.654554933309555,0.34544506669044495,0.3091098666191101,0.3091098666191101,True,-335,270,True,0.742962962962963,32.0,0.1479999999999997,147.0
2025-12-06,Mairon Santos,Muhammad Naimov,Featherweight,0.6535585522651672,0.34644144773483276,0.3071171045303345,0.3071171045303345,True,-245,200,True,1.144444444444444,25.0,-0.3833333333333333,168.0
