event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_age,f2_top1_striking_volume_control,f2_top2_striking_accuracy,f2_top3_striking_differential
2025-01-11,Punahele Soriano,Uros Medic,Welterweight,0.28703705966472626,0.7129629403352737,0.4259258806705475,0.36391097431082853,False,198,-240,False,1.2151481888035127,0.8166666666666669,33.0,1.5966587112171835,0.5745277065831814,1.3888888888888884
2025-09-06,Brad Tavares,Robert Bryczek,Middleweight,0.6956499665975571,0.30435003340244293,0.39129993319511414,0.35727644321491997,False,-200,168,True,1.0436769933976635,0.1323076923076924,37.0,0.4776119402985074,0.2406015037593984,-2.3333333333333335
2025-03-01,Esteban Ribovics,Nasrat Haqparast,Lightweight,0.6634019464254379,0.3365980535745621,0.32680389285087585,0.32680389285087585,False,-260,215,True,1.517241379310345,2.0000000000000004,29.0,1.0921122286924296,0.4665668151860214,0.4461538461538454
2025-09-27,Luana Carolina,Michelle Montague,Women's Bantamweight,0.7000792920589447,0.2999207079410553,0.4001585841178894,0.32525113889303625,False,176,-210,False,1.2962962962962965,0.9481481481481492,32.0,0.8541666666666666,0.4659090909090909,-0.4666666666666668
2025-10-18,Bruno Silva,HyunSung Park,Flyweight,0.32907094061374664,0.6709290593862534,0.3418581187725067,0.32324262982055635,False,188,-225,False,0.8374512353706112,-0.625,36.0,1.411504424778761,0.4476262984327501,0.7749999999999999
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8667198084294796,0.1332801915705204,0.7334396168589592,0.7334396168589592,True,-1150,730,True,0.5227272727272728,-1.3999999999999997,24.0,0.0,0.0,-0.4
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8455069437623024,0.1544930562376976,0.6910138875246048,0.6910138875246048,True,-1400,830,True,1.1418002466091246,0.4791666666666665,29.0,0.6808510638297872,0.3502625093753349,-1.5
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8345643579959869,0.16543564200401306,0.6691287159919739,0.6551208721364846,True,-480,370,True,1.2076502732240435,0.2533333333333332,21.0,0.84251968503937,0.3715484152228621,-0.666666666666667
2025-06-07,Bruno Silva,Joshua Van,Flyweight,0.20662198960781097,0.793378010392189,0.586756020784378,0.586756020784378,True,520,-720,False,0.8653378706854643,-0.4859649122807017,36.0,1.5507662835249043,0.5523204248802008,2.738095238095238
2025-11-22,Arman Tsarukyan,Dan Hooker,Lightweight,0.7851260602474213,0.21487393975257874,0.5702521204948425,0.5702521204948425,True,-750,530,True,2.4342955622576476,2.017575757575758,29.0,1.08447888027993,0.4734581860826681,0.3072727272727271
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.1746203675866127,0.8253796324133873,0.6507592648267746,0.5672585147387356,True,360,-460,False,0.8923643054277829,-0.4159999999999999,40.0,1.7303370786516856,0.5308996943339718,1.181818181818182
2025-05-17,Gilbert Burns,Michael Morales,Welterweight,0.14757601916790009,0.8524239808320999,0.7048479616641998,0.5670009763134891,True,370,-480,False,0.9505660377358496,-0.1518840579710132,39.0,2.137755102040817,0.5723174074619721,2.973333333333334
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.21665790677070618,0.7833420932292938,0.5666841864585876,0.5666841864585876,True,400,-550,False,1.564481268011527,2.008974358974358,39.0,1.0757575757575757,0.6089601769911505,0.333333333333333
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.7826442271471024,0.21735577285289764,0.5652884542942047,0.5652884542942047,True,-1350,810,True,9.666666666666666,5.2,28.0,0.7307692307692308,0.5424430641821947,-0.6999999999999997
2025-10-25,Chris Barnett,Hamdy Abdelwahab,Heavyweight,0.2114052176475525,0.7885947823524475,0.577189564704895,0.5497138817843789,True,340,-430,False,0.5862068965517242,-2.32,39.0,0.7772277227722774,0.4933914417514081,-0.9999999999999992
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.7709881961345673,0.22901180386543274,0.5419763922691345,0.5419763922691345,True,-490,380,True,1.4150197628458496,1.1666666666666663,28.0,1.7003484320557491,0.5937517649614423,1.6749999999999998
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.7673300057649612,0.23266999423503876,0.5346600115299225,0.5346600115299225,True,-820,570,True,1.0,0.0,23.0,0.289855072463768,0.4279569892473118,-3.2666666666666675
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.18545838445425034,0.8145416155457497,0.6290832310914993,0.5297443452026106,True,320,-405,False,0.6,-0.4,31.0,0.7894736842105263,0.5473767526006332,-0.2666666666666666
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.7682738900184631,0.23172610998153687,0.5365477800369263,0.5262957553863947,True,-320,260,True,1.5882352941176472,0.6666666666666667,24.0,0.8627450980392156,0.4230769230769231,-0.4666666666666668
2025-09-06,Brendson Ribeiro,Oumar Sy,Light Heavyweight,0.2369772046804428,0.7630227953195572,0.5260455906391144,0.5260455906391144,True,420,-560,False,0.6705202312138729,-1.1399999999999997,29.0,1.850746268656716,0.3180555555555555,1.2666666666666662
2025-10-25,Mario Bautista,Umar Nurmagomedov,Bantamweight,0.2373254969716072,0.7626745030283928,0.5253490060567856,0.5253490060567856,True,460,-620,False,1.4004893964110932,1.3638888888888894,32.0,2.7756448710257957,0.6292437757648701,2.8190476190476197
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.24062571674585342,0.7593742832541466,0.5187485665082932,0.5187485665082932,True,980,-1800,False,0.3280254777070064,-7.033333333333333,33.0,0.6666666666666666,0.5,-0.6000000000000001
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.2440902218222618,0.7559097781777382,0.5118195563554764,0.5118195563554764,True,350,-450,False,0.7609827381496027,-1.3420512820512815,37.0,1.6943231441048034,0.528350566023008,1.06
2025-06-07,Julianna Pena,Kayla Harrison,Women's Bantamweight,0.24894730746746063,0.7510526925325394,0.5021053850650787,0.5021053850650787,True,500,-700,False,1.7928425952865874,1.6515151515151518,36.0,4.870370370370369,0.6517081210668265,3.483333333333333
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.2601211816072464,0.7398788183927536,0.4797576367855072,0.4797576367855072,True,440,-590,False,1.1127413520811047,0.5269047619047624,40.0,1.795321637426901,0.486172924766387,1.5111111111111115
2025-09-27,Navajo Stirling,Rodolfo Bellato,Light Heavyweight,0.7878708317875862,0.2121291682124138,0.5757416635751724,0.4753188991125199,True,-270,220,True,2.764705882352941,4.0,28.0,0.8968105065666042,0.5806308988865428,-0.6111111111111107
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.7367713749408722,0.2632286250591278,0.4735427498817444,0.4735427498817444,True,-1200,750,True,1.905422913196372,1.0191666666666663,34.0,1.182077780799565,0.4629842150813246,0.5250980392156865
2025-11-01,Donte Johnson,Sedriques Dumas,Middleweight,0.7362911105155945,0.2637088894844055,0.47258222103118896,0.47258222103118896,True,-350,280,True,2.0,0.5,26.0,0.5730550284629982,0.3846221816158525,-1.0714285714285714
2025-04-26,Anthony Smith,Zhang Mingyang,Light Heavyweight,0.2693173959851265,0.7306826040148735,0.461365208029747,0.461365208029747,True,295,-370,False,0.7193597340656166,-1.0787499999999994,37.0,1.4782608695652175,0.5535714285714286,1.1
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.730479970574379,0.26952002942562103,0.46095994114875793,0.46095994114875793,True,-330,265,True,1.8916408668730649,2.4,35.0,1.2201822744683664,0.5169467505549058,0.5556666666666672
2025-04-05,Josh Emmett,Lerone Murphy,Featherweight,0.24679122120141983,0.7532087787985802,0.5064175575971603,0.4593411486979241,True,260,-320,False,0.9172363281250002,-0.322857142857142,40.0,1.713881019830028,0.5462106778675387,1.6799999999999995
2025-08-02,Felipe Bunes,Rafael Estevam,Flyweight,0.2765995264053345,0.7234004735946655,0.44680094718933105,0.44680094718933105,True,490,-670,False,0.5454545454545455,-2.25,36.0,0.2710280373831775,0.3926356589147287,-2.5999999999999996
2025-01-18,Jailton Almeida,Serghei Spivac,Heavyweight,0.7223615199327469,0.2776384800672531,0.4447230398654938,0.4447230398654938,True,-450,350,True,6.937931034482758,2.1525,34.0,0.8873096446700507,0.4606622427892959,-0.3083333333333335
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.27988818287849426,0.7201118171215057,0.4402236342430115,0.4402236342430115,True,310,-390,False,0.3870967741935484,-1.9,32.0,0.8453608247422679,0.4613834422657952,-0.3750000000000004
2025-06-28,Charles Oliveira,Ilia Topuria,Lightweight,0.2814374268054962,0.7185625731945038,0.43712514638900757,0.43712514638900757,True,320,-405,False,1.0718799368088467,0.1605882352941177,36.0,1.2215272348188686,0.4841284420659065,0.7083333333333326
2025-11-22,Denzel Freeman,Marek Bujlo,Heavyweight,0.7617293745279312,0.2382706254720688,0.5234587490558624,0.4217616896441796,True,-230,190,True,1.5806451612903225,1.1999999999999995,34.0,0.6326530612244898,0.3875,-1.1999999999999995
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.2901967465877533,0.7098032534122467,0.4196065068244934,0.4196065068244934,True,440,-590,False,0.7942477876106198,-0.5636363636363626,33.0,1.0614143920595531,0.4499394750836814,0.2199999999999997
2025-11-22,Belal Muhammad,Ian Machado Garry,Welterweight,0.2826341390609741,0.7173658609390259,0.43473172187805176,0.4140298099430069,True,235,-290,False,1.1917176470588238,0.6790000000000007,37.0,1.6849765258215956,0.5418369458126878,1.945333333333332
2025-10-04,Cory Sandhagen,Merab Dvalishvili,Bantamweight,0.29702477157115936,0.7029752284288406,0.4059504568576813,0.4059504568576813,True,330,-420,False,1.7132199861207498,1.827111111111112,33.0,1.7906462898177131,0.4356357746147929,1.9084444444444448
2025-06-28,Alexandre Pantoja,Kai Kara-France,Flyweight,0.6981346309185028,0.3018653690814972,0.3962692618370056,0.3962692618370056,True,-250,205,True,1.2437703141928491,0.75,35.0,1.434228060156101,0.4388407912557101,1.2672222222222218
2025-05-10,Ivan Erslan,Navajo Stirling,Light Heavyweight,0.3018711805343628,0.6981288194656372,0.3962576389312744,0.3962576389312744,True,265,-330,False,0.8666666666666667,-0.3999999999999999,34.0,2.4375,0.5032258064516129,3.066666666666667
2025-07-19,Adam Fugitt,Islam Dulatov,Welterweight,0.30499595403671265,0.6950040459632874,0.3900080919265747,0.3900080919265747,True,320,-460,False,1.1336760925449871,0.4333333333333331,36.0,1.5000000000000002,0.5121951219512195,1.4000000000000004
2025-02-08,Dricus Du Plessis,Sean Strickland,Middleweight,0.700244814157486,0.29975518584251404,0.4004896283149719,0.3851771306603471,True,-220,184,True,1.4665782786432435,1.7595833333333335,31.0,1.3547091206665671,0.4232027263178728,1.4448484848484844
2025-03-22,Andrey Pulyaev,Christian Leroy Duncan,Middleweight,0.3081490993499756,0.6918509006500244,0.38370180130004883,0.38370180130004883,True,320,-405,False,0.5965909090909092,-1.1833333333333331,28.0,1.5736040609137056,0.6368557085625806,1.5066666666666668
2025-09-06,Robert Ruchala,William Gomis,Featherweight,0.17617615312337875,0.8238238468766212,0.6476476937532425,0.38277821865360073,True,220,-270,False,0.6938775510204082,-1.0,27.0,1.2318840579710144,0.5071129709278483,0.6399999999999997
2025-10-11,Joel Alvarez,Vicente Luque,Welterweight,0.6912306547164917,0.3087693452835083,0.3824613094329834,0.3824613094329834,True,-650,410,True,1.5826645264847512,1.3444444444444446,32.0,1.01223813980275,0.5140541989696115,0.0492753623188404
2025-01-18,Diego Ferreira,Grant Dawson,Lightweight,0.29013141989707947,0.7098685801029205,0.41973716020584106,0.36533681482226577,True,200,-245,False,1.458201892744479,1.2911111111111104,40.0,1.4773082942097029,0.5186882591609662,0.8472222222222225
2025-10-04,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,0.7470357567071915,0.25296424329280853,0.49407151341438293,0.36486418745970856,True,-194,162,True,0.9770114942528736,-0.1104761904761906,33.0,0.9141905570430352,0.4672298759197379,-0.2576470588235295
2025-05-10,Alexa Grasso,Natalia Silva,Women's Flyweight,0.2653937488794327,0.7346062511205673,0.46921250224113464,0.3640024296207619,True,194,-235,False,1.1131040303861577,0.4123076923076931,32.0,2.253968253968254,0.4750062023230126,2.6333333333333333
2025-02-22,Henry Cejudo,Song Yadong,Bantamweight,0.3191099017858505,0.6808900982141495,0.36178019642829895,0.35801325776794246,True,210,-255,False,1.2424698795180722,0.69,38.0,1.2231478726569471,0.411105996716936,0.714285714285714
2025-08-09,Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,0.6761641353368759,0.3238358646631241,0.35232827067375183,0.35232827067375183,True,-420,330,True,1.509803921568627,1.5599999999999987,30.0,0.6410810810810811,0.4605697397621712,-2.012121212121212
2025-05-03,Daniel Marcos,Montel Jackson,Bantamweight,0.23205260932445526,0.7679473906755447,0.5358947813510895,0.3507383977846742,True,188,-225,False,1.392282958199357,1.626666666666667,32.0,2.0628272251308903,0.5695390492152336,1.3533333333333335
2025-10-04,Jakub Wiklacz,Patchy Mix,Bantamweight,0.6748926192522049,0.3251073807477951,0.3497852385044098,0.3497852385044098,True,280,-350,False,1.2432432432432432,0.6000000000000001,29.0,0.7052023121387283,0.4013157894736842,-3.4000000000000004
2025-09-27,Ivan Erslan,Jimmy Crute,Light Heavyweight,0.3041583299636841,0.6958416700363159,0.39168334007263184,0.3494077142207656,True,194,-235,False,0.4838709677419355,-2.666666666666666,34.0,1.109159347553325,0.4757280288798299,0.2636363636363636
2025-02-01,Damir Hadzovic,Terrance McKinney,Lightweight,0.32550884783267975,0.6744911521673203,0.3489823043346405,0.3489823043346405,True,430,-590,False,0.9973614775725592,-0.0074074074074075,39.0,2.1818181818181817,0.5470753835537,1.4444444444444442
2025-05-03,Jeremy Stephens,Mason Jones,Lightweight,0.33088111877441406,0.6691188812255859,0.3382377624511719,0.3382377624511719,True,460,-620,False,1.0655490107234555,0.1701960784313723,39.0,1.2015209125475284,0.4696605811083718,0.8833333333333329
2025-08-09,Christian Leroy Duncan,Eryk Anders,Middleweight,0.6684708297252655,0.3315291702747345,0.336941659450531,0.336941659450531,True,-490,380,True,1.781395348837209,1.8666666666666665,30.0,1.0113554247961185,0.4950050585510169,0.0407407407407398
2025-06-14,Cody Garbrandt,Raoni Barcelos,Bantamweight,0.33551549911499023,0.6644845008850098,0.32896900177001953,0.32896900177001953,True,210,-255,False,0.855649103747963,-0.4724444444444446,34.0,1.0610972568578554,0.5391010847898005,0.2722222222222221
2025-06-28,Tracy Cortez,Viviane Araujo,Women's Flyweight,0.6637374758720398,0.3362625241279602,0.3274749517440796,0.3274749517440796,True,-210,176,True,1.2566765578635015,0.7688888888888892,31.0,0.8291064233230624,0.4801451299244783,-0.8011111111111111
2025-06-07,Azamat Murzakanov,Brendson Ribeiro,Light Heavyweight,0.6632398217916489,0.33676017820835114,0.32647964358329773,0.32647964358329773,True,-620,460,True,1.6829268292682928,1.6333333333333335,36.0,0.8403361344537815,0.4485329027891162,-0.4750000000000001
2025-06-21,Azat Maksum,Tagir Ulanbekov,Flyweight,0.3388204425573349,0.6611795574426651,0.3223591148853302,0.3223591148853302,True,385,-500,False,0.535031847133758,-2.4333333333333336,30.0,0.9644268774703556,0.4834550743621308,-0.1000000000000005
