edge_underdog,confidence_favorite,confidence_underdog,favorite_odds_cap,underdog_odds_cap,n_bets,n_fav,n_ud,pnl,roi,accuracy,score
0.05,0.575,0.6,-425,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-425,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-450,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-500,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-500,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-500,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-500,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-500,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.6,-500,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-500,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.6,0.57,-500,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-425,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-450,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.58,-475,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-425,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-450,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-475,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-450,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-425,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-475,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-500,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-450,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-475,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,200,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.09,0.6,0.57,-500,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.58,-500,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.05,0.575,0.59,-425,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.57,-475,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,400,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.59,-425,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.07,0.6,0.57,-500,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,220,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.6,0.56,-475,380,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.01,0.575,0.6,-500,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.01,0.575,0.6,-500,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-500,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-425,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-425,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-425,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-450,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,200,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,220,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,240,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,260,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,280,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,300,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,380,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.12,0.575,0.6,-475,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.01,0.575,0.6,-500,360,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.01,0.575,0.6,-500,340,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.01,0.575,0.6,-500,320,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.01,0.575,0.6,-425,400,15,14,1,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,360,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,340,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,320,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,300,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,280,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,260,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
0.14,0.65,0.56,-450,240,15,13,2,-0.8936607052002428,-5.957738034668285,60.0,5.324196373459968
