date,main_fight_id,fighter1,fighter2,odds1,odds2,prob1,prob2,pick,pick_odds,pick_prob,ev1,ev2,winner,pick_correct,actual_pnl,bet,skip_reason,error,female,odds_source_file,odds_source_line,odds_source_type,odds_source_row,source_event_id,source_url,scraped_at,bookmaker,odds_timestamp,odds_is_opening_line,odds_is_closing_line
2026-03-14,,Brad Tavares,Eryk Anders,112,-137,0.4881586581468582,0.5118413418531418,Eryk Anders,-137.0,0.5118413418531418,0.034896355271339496,-0.1145518392759518,Eryk Anders,True,0.7299270072992701,False,favorite confidence (51.2% < 65.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,70,,,,,,,,,
2026-03-14,,Bia Mesquita,Montserrat Rendon,-715,500,0.7589689791202545,0.24103102087974548,Bia Mesquita,-715.0,0.7589689791202545,-0.1348815133104791,0.4461861252784729,Bia Mesquita,True,0.13986013986013987,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,71,,,,,,,,,
2026-03-14,,Hecher Sosa,Luan Lacerda,-210,165,0.6356229186058044,0.36437708139419556,Hecher Sosa,-210.0,0.6356229186058044,-0.06169950110571726,-0.03440073430538182,Hecher Sosa,True,0.47619047619047616,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,72,,,,,,,,,
2026-03-14,,Piera Rodriguez,Sam Hughes,-150,120,0.7169186025857925,0.28308139741420746,Piera Rodriguez,-150.0,0.7169186025857925,0.19486433764298755,-0.3772209256887436,Piera Rodriguez,True,0.6666666666666666,True,,False,True,backtest/odds/ufc_2026_odds_custom.csv,73,,,,,,,,,
2026-03-14,,Elijah Smith,Suyoung You,-275,210,0.7646165937185287,0.23538340628147125,Elijah Smith,-275.0,0.7646165937185287,0.04265899143435742,-0.2703114405274391,Elijah Smith,True,0.36363636363636365,False,edge (3.1% < 5.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,74,,,,,,,,,
2026-03-21,,Lerone Murphy,Movsar Evloev,205,-250,0.3163294047117233,0.6836705952882767,Movsar Evloev,-250.0,0.6836705952882767,-0.03519531562924394,-0.04286116659641265,Movsar Evloev,True,0.4,False,edge (-3.1% < 5.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,75,,,,,,,,,
2026-03-21,,Luke Riley,Michael Aswell,-225,175,0.6764925867319107,0.3235074132680893,Luke Riley,-225.0,0.6764925867319107,-0.02284404138724011,-0.11035461351275444,Luke Riley,True,0.4444444444444444,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,76,,,,,,,,,
2026-03-21,,Michael Page,Sam Patterson,-205,163,0.4561900943517685,0.5438099056482315,Sam Patterson,163.0,0.5438099056482315,-0.3212781523059054,0.4302200518548488,Michael Page,False,-1.0,True,,False,False,backtest/odds/ufc_2026_odds_custom.csv,77,,,,,,,,,
2026-03-21,,Austen Lane,Iwo Baraniewski,510,-715,0.26175370812416077,0.7382462918758392,Iwo Baraniewski,-715.0,0.7382462918758392,0.5966976195573805,-0.15850247849117627,Iwo Baraniewski,True,0.13986013986013987,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,78,,,,,,,,,
2026-03-21,,Danny Silva,Kurtis Campbell,230,-295,0.5770398080348969,0.42296019196510315,Danny Silva,230.0,0.5770398080348969,0.9042313665151596,-0.4336634717755399,Danny Silva,True,2.3,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,79,,,,,,,,,
2026-03-21,,Axel Sola,Mason Jones,120,-150,0.5902836918830872,0.40971630811691284,Axel Sola,120.0,0.5902836918830872,0.29862412214279177,-0.31713948647181195,Mason Jones,False,-1.0,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,80,,,,,,,,,
2026-03-21,,Christian Leroy Duncan,Roman Dolidze,-385,295,0.7087509632110596,0.29124903678894043,Christian Leroy Duncan,-385.0,0.7087509632110596,-0.10715787751334055,0.15043369531631479,Christian Leroy Duncan,True,0.2597402597402597,False,favorite cap (-385 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,81,,,,,,,,,
2026-03-21,,Felipe Franco,Mario Pinto,650,-1000,0.328488826751709,0.671511173248291,Mario Pinto,-1000.0,0.671511173248291,1.4636662006378174,-0.2613377094268799,Mario Pinto,True,0.1,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,82,,,,,,,,,
2026-03-21,,Antonio Trocoli,Mantas Kondratavicius,700,-1100,0.09461940079927444,0.9053805992007256,Mantas Kondratavicius,-1100.0,0.9053805992007256,-0.24304479360580444,-0.012312073599208481,Mantas Kondratavicius,True,0.09090909090909091,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,83,,,,,,,,,
