event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_avg_beaten_opponent_win_rate,f2_top3_recent_control_time_diff_last_3
2025-06-21,Azat Maksum,Tagir Ulanbekov,Flyweight,0.23425699770450592,0.7657430022954941,0.5314860045909882,0.5314860045909882,True,385,-500,False,0.535031847133758,-2.4333333333333336,0.2382575388710358,0.9644268774703556,0.5641025641025641,216.33333333333337
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.8745645321905613,0.1254354678094387,0.7491290643811226,0.4959389394583432,True,-320,260,True,1.5882352941176472,0.6666666666666667,0.4099747474747475,0.8627450980392156,0.0,0.0
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.2520587667822838,0.7479412332177162,0.49588246643543243,0.49588246643543243,True,400,-550,False,1.564481268011527,2.008974358974358,0.5419404591349671,1.0757575757575757,0.2272727272727272,-30.0
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.25485260784626007,0.7451473921537399,0.49029478430747986,0.49029478430747986,True,310,-390,False,0.3870967741935484,-1.9,0.4285714285714285,0.8453608247422679,0.393939393939394,108.66666666666669
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.11287609487771988,0.8871239051222801,0.7742478102445602,0.48339586793396994,True,320,-405,False,0.6,-0.4,0.6,0.7894736842105263,0.4126984126984126,105.66666666666669
2025-11-15,Erin Blanchfield,Tracy Cortez,Women's Flyweight,0.7332484349608421,0.26675156503915787,0.46649686992168427,0.46649686992168427,True,-330,265,True,1.3984944718889671,1.4116666666666662,0.5007248893046599,1.38477366255144,0.6328671328671329,-32.666666666666664
2025-11-22,Nicolas Dalby,Saygid Izagakhmaev,Welterweight,0.7310848981142044,0.2689151018857956,0.4621697962284088,0.4602908425400853,True,270,-335,False,1.0509229789942711,0.1904761904761907,0.4213411715421768,0.7692307692307692,0.0,0.0
2025-10-18,Drew Dober,Kyle Prepolec,Lightweight,0.7290990203619003,0.27090097963809967,0.45819804072380066,0.45819804072380066,True,-330,265,True,0.9992025518341306,-0.0026666666666672,0.4073797629390976,0.5135135135135135,0.0,-207.66666666666663
2025-10-04,Andre Muniz,Edmen Shahbazyan,Middleweight,0.26068418473005295,0.739315815269947,0.4786316305398941,0.45408702760324027,True,260,-320,False,0.6713881019830027,-0.8592592592592596,0.493119997286664,1.269978401727862,0.3055555555555555,38.333333333333336
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.72650445997715,0.27349554002285004,0.4530089199542999,0.4530089199542999,True,-1200,750,True,1.905422913196372,1.0191666666666663,0.5882344765759997,1.182077780799565,0.5833333333333334,402.3333333333333
2025-02-01,Jasmine Jasudavicius,Mayra Bueno Silva,Women's Flyweight,0.7636561915278435,0.23634380847215652,0.527312383055687,0.4492113910342559,True,-250,205,True,0.9565217391304348,-0.1583333333333332,0.457095907944526,0.8326459390862944,0.0,-121.33333333333331
2025-08-09,Christian Leroy Duncan,Eryk Anders,Middleweight,0.7245081514120102,0.2754918485879898,0.4490163028240204,0.4490163028240204,True,-490,380,True,1.781395348837209,1.8666666666666665,0.6170015065444672,1.0113554247961185,0.4111111111111111,293.0
2025-06-07,Quillan Salkilld,Yanal Ashmouz,Lightweight,0.7228047400712967,0.2771952599287033,0.4456094801425934,0.4456094801425934,True,-420,330,True,11.999999999999998,1.2,0.8571428571428571,0.8356164383561642,0.575,141.66666666666666
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.27874891459941864,0.7212510854005814,0.4425021708011627,0.4425021708011627,True,440,-590,False,0.7942477876106198,-0.5636363636363626,0.4260222126270502,1.0614143920595531,0.4888888888888889,-185.33333333333337
2025-12-06,Mairon Santos,Muhammad Naimov,Featherweight,0.7953936979174614,0.2046063020825386,0.5907873958349228,0.4396956986799552,True,-245,200,True,1.5537634408602148,1.144444444444444,0.4647422270361092,0.8337349397590361,0.3871794871794872,25.0
2025-11-15,Islam Makhachev,Jack Della Maddalena,Welterweight,0.7181390672922134,0.28186093270778656,0.4362781345844269,0.4362781345844269,True,-320,260,True,1.7928655561164395,0.9239215686274512,0.5722082999353063,1.6759530791788857,0.5610119047619048,-150.66666666666666
2025-10-04,Jakub Wiklacz,Patchy Mix,Bantamweight,0.7167901694774628,0.28320983052253723,0.43358033895492554,0.43358033895492554,True,280,-350,False,1.2432432432432432,0.6000000000000001,0.5542168674698795,0.7052023121387283,0.0,0.0
2025-08-09,Jean Matsumoto,Miles Johns,Bantamweight,0.7160345762968063,0.28396542370319366,0.43206915259361267,0.43206915259361267,True,-260,215,True,0.948780487804878,-0.2333333333333334,0.4703525257165893,1.16812865497076,0.4358974358974359,64.0
2025-01-18,Benardo Sopaj,Ricky Turcios,Bantamweight,0.7157236039638519,0.28427639603614807,0.43144720792770386,0.43144720792770386,True,-295,240,True,0.6716417910447761,-1.4666666666666668,0.5232558139534884,1.241691842900302,0.0,-73.33333333333333
2025-11-15,Gerald Meerschaert,Kyle Daukaus,Middleweight,0.2870856821537018,0.7129143178462982,0.42582863569259644,0.42582863569259644,True,370,-480,False,0.7509541984732825,-0.7250000000000001,0.4598864924518681,0.951219512195122,0.6428571428571429,-43.666666666666664
2025-10-18,Ravena Oliveira,Stephanie Luciano,Women's Strawweight,0.2886948436498642,0.7113051563501358,0.4226103127002716,0.4226103127002716,True,265,-330,False,0.8333333333333334,-0.1999999999999999,0.4838709677419355,1.3162393162393162,0.6666666666666666,-77.0
2025-11-01,Billy Elekana,Kevin Christian,Light Heavyweight,0.7095586955547333,0.2904413044452667,0.41911739110946655,0.41911739110946655,True,-270,220,True,0.6598984771573605,-1.1166666666666665,0.6144957983193278,0.8235294117647058,0.0,0.0
2025-03-22,Alexia Thainara,Molly McCann,Women's Strawweight,0.7619539201259613,0.2380460798740387,0.5239078402519226,0.41444322585803456,True,-225,188,True,1.350877192982456,0.6666666666666665,0.4675122385402759,1.128491620111732,0.2857142857142857,-22.666666666666668
