event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_differential,f1_top2_days_between_last_2_fights,f1_top3_reach_inches,f2_top1_striking_differential,f2_top2_sig_strikes_landed_per_min,f2_top3_striking_accuracy
2025-02-22,Jean Matsumoto,Rob Font,Catch Weight,0.7459822744131088,0.2540177255868912,0.49196454882621765,0.3749031472866506,False,-200,168,True,0.25,196.0,68.0,1.784444444444445,5.068518518518519,0.4608332969876951
2025-09-06,Brad Tavares,Robert Bryczek,Middleweight,0.7131762504577637,0.28682374954223633,0.42635250091552734,0.36686406881790384,False,-200,168,True,0.1323076923076924,175.0,74.0,-2.3333333333333335,2.1333333333333333,0.2406015037593984
2025-06-21,Bogdan Grad,Muhammad Naimov,Featherweight,0.6968982666730881,0.3031017333269119,0.39379653334617615,0.36453691638059266,False,205,-250,False,1.1999999999999995,0.0,70.0,-0.286666666666667,2.0666666666666664,0.4386719712039405
2025-12-06,Merab Dvalishvili,Petr Yan,Bantamweight,0.6813102066516876,0.3186897933483124,0.36262041330337524,0.36262041330337524,False,-375,300,True,1.8741666666666672,119.0,68.0,1.2157777777777778,5.078666666666667,0.5521974806752323
2025-01-11,Amanda Ribas,Mackenzie Dern,Women's Strawweight,0.7014247328042984,0.2985752671957016,0.4028494656085968,0.35262124283571555,False,-194,162,True,0.9696969696969702,126.0,66.0,-0.2533333333333338,3.11,0.4159144390545552
2025-10-18,Bruno Silva,HyunSung Park,Flyweight,0.2841518670320511,0.7158481329679489,0.4316962659358978,0.35001455545535487,False,188,-225,False,-0.625,28.0,74.0,0.7749999999999999,2.658333333333333,0.4476262984327501
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8484335392713547,0.15156646072864532,0.6968670785427094,0.6968670785427094,True,-1400,830,True,0.4791666666666665,203.0,73.0,-1.5,3.2,0.3502625093753349
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8352314457297325,0.1647685542702675,0.670462891459465,0.670462891459465,True,-1150,730,True,-1.3999999999999997,0.0,70.0,-0.4,0.0,0.0
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.8094855695962906,0.1905144304037094,0.6189711391925812,0.6189711391925812,True,-820,570,True,0.0,0.0,71.0,-3.2666666666666675,1.3333333333333333,0.4279569892473118
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8063134327530861,0.1936865672469139,0.6126268655061722,0.6126268655061722,True,-480,370,True,0.2533333333333332,98.0,67.0,-0.666666666666667,3.5666666666666664,0.3715484152228621
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.7845318019390106,0.21546819806098938,0.5690636038780212,0.5690636038780212,True,-1350,810,True,5.2,0.0,80.0,-0.6999999999999997,1.9,0.5424430641821947
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.1835358664393425,0.8164641335606575,0.632928267121315,0.5686440761771657,True,360,-460,False,-0.4159999999999999,476.0,70.0,1.181818181818182,2.8000000000000003,0.5308996943339718
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.7759683057665825,0.2240316942334175,0.551936611533165,0.551936611533165,True,-490,380,True,1.1666666666666663,14.0,69.0,1.6749999999999998,4.066666666666666,0.5937517649614423
2025-05-17,Gilbert Burns,Michael Morales,Welterweight,0.1152178943157196,0.8847821056842804,0.7695642113685608,0.5443557165465398,True,370,-480,False,-0.1518840579710132,182.0,71.0,2.973333333333334,5.586666666666667,0.5723174074619721
2025-12-06,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,0.23015744984149933,0.7698425501585007,0.5396851003170013,0.5396851003170013,True,980,-1800,False,-2.3,140.0,79.0,1.655555555555556,3.4555555555555557,0.4827100804806956
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.7685247287154198,0.23147527128458023,0.5370494574308395,0.5353047960119559,True,-330,265,True,2.4,196.0,77.0,0.5556666666666672,3.0793333333333335,0.5169467505549058
2025-08-02,Felipe Bunes,Rafael Estevam,Flyweight,0.23430632054805756,0.7656936794519424,0.5313873589038849,0.5313873589038849,True,490,-670,False,-2.25,364.0,69.0,-2.5999999999999996,0.9666666666666666,0.3926356589147287
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.22419870644807816,0.7758012935519218,0.5516025871038437,0.5286064986788122,True,320,-405,False,-0.4,0.0,76.0,-0.2666666666666666,1.0,0.5473767526006332
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.23736603558063507,0.7626339644193649,0.5252679288387299,0.5252679288387299,True,350,-450,False,-1.3420512820512815,532.0,72.0,1.06,2.586666666666667,0.528350566023008
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.7600672096014023,0.23993279039859772,0.5201344192028046,0.5201344192028046,True,-320,260,True,0.6666666666666667,686.0,72.0,-0.4666666666666668,2.933333333333333,0.4230769230769231
2025-09-06,Brendson Ribeiro,Oumar Sy,Light Heavyweight,0.24428679049015045,0.7557132095098495,0.5114264190196991,0.5114264190196991,True,420,-560,False,-1.1399999999999997,84.0,81.0,1.2666666666666662,2.755555555555555,0.3180555555555555
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.24500847607851028,0.7549915239214897,0.5099830478429794,0.5099830478429794,True,440,-590,False,0.5269047619047624,175.0,64.0,1.5111111111111115,3.411111111111111,0.486172924766387
2025-10-04,Cory Sandhagen,Merab Dvalishvili,Bantamweight,0.24641931056976318,0.7535806894302368,0.5071613788604736,0.5071613788604736,True,330,-420,False,1.827111111111112,273.0,70.0,1.9084444444444448,4.322222222222223,0.4356357746147929
2025-04-26,Anthony Smith,Zhang Mingyang,Light Heavyweight,0.22349590808153152,0.7765040919184685,0.553008183836937,0.503787166934044,True,295,-370,False,-1.0787499999999994,161.0,76.0,1.1,3.4,0.5535714285714286
2025-06-07,Bruno Silva,Joshua Van,Flyweight,0.2489165961742401,0.7510834038257599,0.5021668076515198,0.5021668076515198,True,520,-720,False,-0.4859649122807017,147.0,74.0,2.738095238095238,7.709523809523809,0.5523204248802008
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.2522333562374115,0.7477666437625885,0.495533287525177,0.495533287525177,True,980,-1800,False,-7.033333333333333,245.0,68.0,-0.6000000000000001,1.2,0.5
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.25430239737033844,0.7456976026296616,0.4913952052593231,0.4913952052593231,True,310,-390,False,-1.9,0.0,66.0,-0.3750000000000004,2.05,0.4613834422657952
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.2586178034543991,0.7413821965456009,0.4827643930912018,0.4827643930912018,True,400,-550,False,2.008974358974358,105.0,71.0,0.333333333333333,4.733333333333333,0.6089601769911505
2025-10-25,Chris Barnett,Hamdy Abdelwahab,Heavyweight,0.26123256981372833,0.7387674301862717,0.47753486037254333,0.47753486037254333,True,340,-430,False,-2.32,777.0,75.0,-0.9999999999999992,3.488888888888889,0.4933914417514081
2025-09-27,Navajo Stirling,Rodolfo Bellato,Light Heavyweight,0.7361398264765739,0.26386017352342606,0.4722796529531479,0.4631975781521608,True,-270,220,True,4.0,147.0,79.0,-0.6111111111111107,5.311111111111111,0.5806308988865428
2025-04-05,Josh Emmett,Lerone Murphy,Featherweight,0.2194238007068634,0.7805761992931366,0.5611523985862732,0.4629159759850972,True,260,-320,False,-0.322857142857142,175.0,70.0,1.6799999999999995,4.033333333333333,0.5462106778675387
2025-02-08,Kody Steele,Rongzhu,Lightweight,0.2690657302737236,0.7309342697262764,0.4618685394525528,0.4618685394525528,True,-350,280,True,-4.4,0.0,71.0,-1.925,4.158333333333334,0.4926755624625287
2025-11-22,Arman Tsarukyan,Dan Hooker,Lightweight,0.7274905890226364,0.2725094109773636,0.4549811780452728,0.4549811780452728,True,-750,530,True,2.017575757575758,133.0,72.0,0.3072727272727271,3.944545454545455,0.4734581860826681
2025-06-07,Julianna Pena,Kayla Harrison,Women's Bantamweight,0.27966074645519257,0.7203392535448074,0.44067850708961487,0.44067850708961487,True,500,-700,False,1.6515151515151518,798.0,69.0,3.483333333333333,4.383333333333333,0.6517081210668265
2025-07-19,Brendan Allen,Marvin Vettori,Middleweight,0.7182209342718124,0.28177906572818756,0.4364418685436249,0.4364418685436249,True,-265,200,True,0.0720833333333335,147.0,75.0,0.7624999999999993,4.570833333333333,0.4649273110701475
2025-11-08,Joseph Morales,Matt Schnell,Flyweight,0.7151224464178085,0.28487755358219147,0.43024489283561707,0.43024489283561707,True,-490,380,True,0.1083333333333333,2471.0,69.0,-0.482222222222223,3.22,0.3978372052192406
2025-05-03,Gillian Robertson,Marina Rodriguez,Women's Strawweight,0.7146340608596802,0.2853659391403198,0.42926812171936035,0.42926812171936035,True,-270,220,True,-0.1722222222222216,133.0,63.0,1.3938095238095245,4.218571428571429,0.4606400846197277
2025-11-22,Belal Muhammad,Ian Machado Garry,Welterweight,0.23190993815660477,0.7680900618433952,0.5361801236867905,0.42905531686766263,True,235,-290,False,0.6790000000000007,287.0,72.0,1.945333333333332,4.785333333333333,0.5418369458126878
2025-01-11,Austin Bashi,Christian Rodriguez,Featherweight,0.29207246005535126,0.7079275399446487,0.4158550798892975,0.4158550798892975,True,-260,215,True,-0.4999999999999998,0.0,70.0,0.4222222222222225,3.466666666666667,0.494906147755118
2025-06-28,Charles Oliveira,Ilia Topuria,Lightweight,0.2926616668701172,0.7073383331298828,0.4146766662597656,0.4146766662597656,True,320,-405,False,0.1605882352941177,217.0,74.0,0.7083333333333326,3.905833333333333,0.4841284420659065
2025-06-28,Alexandre Pantoja,Kai Kara-France,Flyweight,0.7030462101101875,0.29695378988981247,0.40609242022037506,0.40609242022037506,True,-250,205,True,0.75,217.0,67.0,1.2672222222222218,4.185555555555555,0.4388407912557101
2025-05-03,Jeremy Stephens,Mason Jones,Lightweight,0.2998538613319397,0.7001461386680603,0.4002922773361206,0.4002922773361206,True,460,-620,False,0.1701960784313723,434.0,71.0,0.8833333333333329,5.266666666666667,0.4696605811083718
2025-06-21,Curtis Blaydes,Rizvan Kuniev,Heavyweight,0.6979230493307114,0.30207695066928864,0.39584609866142273,0.39584609866142273,True,-240,198,True,0.8414035087719298,140.0,80.0,-0.7333333333333334,3.0,0.4166666666666667
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.6978005468845367,0.30219945311546326,0.3956010937690735,0.3956010937690735,True,-1200,750,True,1.0191666666666663,224.0,70.0,0.5250980392156865,3.4090196078431374,0.4629842150813246
2025-06-07,Quillan Salkilld,Yanal Ashmouz,Lightweight,0.6972270980477333,0.3027729019522667,0.3944541960954666,0.3944541960954666,True,-420,330,True,1.2,0.0,75.0,-0.5333333333333341,2.711111111111111,0.5811688311688311
2025-09-06,Robert Ruchala,William Gomis,Featherweight,0.19027721881866455,0.8097227811813354,0.6194455623626709,0.3923144840954649,True,220,-270,False,-1.0,0.0,72.0,0.6399999999999997,3.4,0.5071129709278483
2025-02-22,Henry Cejudo,Song Yadong,Bantamweight,0.25003428012132645,0.7499657198786736,0.4999314397573471,0.3911268135865735,True,210,-255,False,0.69,287.0,64.0,0.714285714285714,3.915238095238095,0.411105996716936
2025-02-08,Dricus Du Plessis,Sean Strickland,Middleweight,0.6961885988712311,0.3038114011287689,0.39237719774246216,0.38214957351025625,True,-220,184,True,1.7595833333333335,210.0,76.0,1.4448484848484844,5.518181818181818,0.4232027263178728
2025-06-21,Azat Maksum,Tagir Ulanbekov,Flyweight,0.3090968132019043,0.6909031867980957,0.3818063735961914,0.3818063735961914,True,385,-500,False,-2.4333333333333336,203.0,70.0,-0.1000000000000005,2.711111111111111,0.4834550743621308
2025-11-15,Islam Makhachev,Jack Della Maddalena,Welterweight,0.6889286041259766,0.31107139587402344,0.3778572082519531,0.3778572082519531,True,-320,260,True,0.9239215686274512,231.0,70.0,2.3049999999999997,5.715,0.5320164223967768
2025-01-18,Jailton Almeida,Serghei Spivac,Heavyweight,0.6849982291460037,0.3150017708539963,0.36999645829200745,0.36999645829200745,True,-450,350,True,2.1525,84.0,79.0,-0.3083333333333335,2.4277777777777776,0.4606622427892959
2025-02-22,Anthony Hernandez,Brendan Allen,Middleweight,0.6849779933691025,0.3150220066308975,0.36995598673820496,0.36995598673820496,True,-335,270,True,0.742962962962963,245.0,75.0,0.1479999999999997,3.320888888888889,0.5662385494864874
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.31707675755023956,0.6829232424497604,0.3658464848995209,0.3658464848995209,True,440,-590,False,-0.5636363636363626,203.0,73.0,0.2199999999999997,3.802222222222222,0.4499394750836814
2025-10-04,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,0.7441285699605942,0.2558714300394058,0.48825713992118835,0.3648287264287911,True,-194,162,True,-0.1104761904761906,203.0,80.0,-0.2576470588235295,2.7449019607843135,0.4672298759197379
2025-06-28,Tracy Cortez,Viviane Araujo,Women's Flyweight,0.6879800856113434,0.3120199143886566,0.37596017122268677,0.3640489287741385,True,-210,176,True,0.7688888888888892,301.0,65.0,-0.8011111111111111,3.8866666666666663,0.4801451299244783
2025-08-16,Carlos Prates,Geoff Neal,Welterweight,0.7065992429852486,0.29340075701475143,0.41319848597049713,0.36369824574327897,True,200,-200,True,-0.7240000000000002,168.0,78.0,0.3272222222222223,4.272222222222222,0.5313726637186881
2025-12-06,Mairon Santos,Muhammad Naimov,Featherweight,0.6814586073160172,0.31854139268398285,0.3629172146320343,0.3629172146320343,True,-245,200,True,1.144444444444444,70.0,72.0,-0.3833333333333333,1.9222222222222225,0.4211155315588393
2025-08-09,Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,0.6802649796009064,0.31973502039909363,0.36052995920181274,0.36052995920181274,True,-420,330,True,1.5599999999999987,189.0,70.0,-2.012121212121212,3.593939393939394,0.4605697397621712
2025-05-10,Alexa Grasso,Natalia Silva,Women's Flyweight,0.2852839529514313,0.7147160470485687,0.42943209409713745,0.3587663356970304,True,194,-235,False,0.4123076923076931,364.0,66.0,2.6333333333333333,4.733333333333333,0.4750062023230126
2025-10-11,Joel Alvarez,Vicente Luque,Welterweight,0.6785497963428497,0.32145020365715027,0.35709959268569946,0.35709959268569946,True,-650,410,True,1.3444444444444446,133.0,77.0,0.0492753623188404,4.075652173913043,0.5140541989696115
2025-12-06,Henry Cejudo,Payton Talbott,Bantamweight,0.17767422646284103,0.822325773537159,0.6446515470743179,0.3541819530422689,True,205,-250,False,0.5684444444444443,371.0,64.0,2.0133333333333328,3.913333333333333,0.644807664180196
2025-10-04,Jakub Wiklacz,Patchy Mix,Bantamweight,0.6764372438192368,0.32356275618076324,0.3528744876384735,0.3528744876384735,True,280,-350,False,0.6000000000000001,0.0,72.0,-3.4000000000000004,8.133333333333333,0.4013157894736842
2025-08-02,Ketlen Souza,Piera Rodriguez,Women's Strawweight,0.3254379332065582,0.6745620667934418,0.34912413358688354,0.34912413358688354,True,210,-255,False,-0.3000000000000002,154.0,63.0,0.773333333333333,3.293333333333333,0.5013790684624018
2025-12-06,Karine Silva,Maycee Barber,Women's Flyweight,0.256459504365921,0.743540495634079,0.48708099126815796,0.34730846621342315,True,184,-220,False,0.3888888888888888,273.0,67.0,1.815151515151515,4.515151515151515,0.5308141882949705
2025-10-25,Mario Bautista,Umar Nurmagomedov,Bantamweight,0.3267417252063751,0.6732582747936249,0.34651654958724976,0.34651654958724976,True,460,-620,False,1.3638888888888894,245.0,69.0,2.8190476190476197,4.406666666666667,0.6292437757648701
2025-12-06,Fares Ziam,Nazim Sadykhov,Lightweight,0.780330017209053,0.21966998279094696,0.5606600344181061,0.3461197055691702,True,-188,158,True,1.0592592592592591,126.0,75.0,-0.7133333333333338,4.606666666666667,0.4720808080808081
